ZScore
-18.80955979281028
-23.04934444634205
-7.773731007725374
-16.562309758975687
3.870889871318319
-21.17909836939438
-16.364109085736228
-11.132525110656886
-16.579711249256867
-12.393797564029029
-10.20680556463211
-9.628690211859688
-18.602071657397282
-18.4694707082115
-17.377518056139667
-14.605573061852759
-11.141445890384215
-15.209839494509783
-12.711766374941394
-27.277597955379594
-27.355657311049104
3.871071326585092
-20.969723591411647
-11.005794860775183
-19.704182797970088
-7.900825018277846
-4.838306691423092
-16.720507818147922
-30.01904894390294
-15.46971515837648
-4.943290923538308
-16.827969664790256
-20.748994329281565
-15.281486535948684
-11.817943830447213
-14.615719130754616
-15.835192012819821
-14.087767441124857
-11.93538171440332
-17.934281400492363
-20.74849731022776
-0.5941234623750962
-11.945213187002512
-16.671323715686796
-17.57912269855563
1.3843836957968154
-17.885877243123996
1.3843836957968154
-14.947783165191826
-15.279917471575367
-9.413882011482503
-18.73951120311194
-17.368889276806033
-13.301951942756244
-18.065973937813446
-19.47798746387404
-16.491664803027824
-21.547053401155612
-9.477504409958858
-14.196695602693026
-19.704799035823363
-12.05365722879704
-24.35357683239153
-0.890763712909612
-18.48705648712846
-15.10394089656215
-10.331639065001813
-14.874429985302864
-13.336792892000304
-10.115664229829193
-10.315366071928537
-13.72590508610735
-23.72685532063453
-12.690844378178905
-22.49340722138385
-11.329477080050143
-18.94535118837502
-11.575899047774477
-13.552632614811987
-16.289508422647984
-14.350682851574529
-19.297610371549343
-24.648402769649838
-17.422040479653848
-19.119227898259652
-17.766461740719652
-14.576740854038501
-13.805291149698427
-8.955568892452241
-16.420544860087638
-6.714804383737498
-19.911039333344306
-20.989943854327407
-12.212141868925045
-16.469082541970508
-3.9715001252992614
-8.423995242086399
-10.187252669815908
-21.816421719785836
-14.843388731405899
-5.24871326254746
-13.6358511798689
-14.280895244965503
-7.367253157916423
-13.040415032610504
-15.798923130935151
-15.897395426413514
4.032433429421231
-14.267214766156489
-19.57015931848514
-9.842351953784032
-11.501918977522212
-18.39046891937729
-21.878141640299603
-11.365000271353619
-6.295723322690174
-20.167500649343427
-15.936710630743868
-12.561611323298138
-0.6159520222988117
-21.49603653951503
-21.108839502701915
-12.410527812626707
-11.656166979929633
-15.142860954862797
-17.529468548676558
-23.080046890715106
-7.911763401644919
-14.711596581473792
-14.391200921685183
-6.757413656118906
-25.511248448882643
-15.711786725628684
-12.62955027022657
-12.100245041888211
-25.272776835957867
-22.388777975034888
-24.740671671332972
-26.876976396124423
-0.5941234623750962
-17.001561911445034
-11.285402687692656
-12.69712593629939
-11.508300002566525
-20.466524764394197
4.972174664198994
-13.223291514901124
-14.785723274718578
-11.422507064843224
-21.435104288450212
-23.34365161116521
-20.747891201247704
-14.411162816677756
-20.00283151435382
-19.31425944423409
-16.810244047565895
-9.718110721821972
-8.537554085976005
-1.7676845438475546
-13.873599150751463
-17.977885281809602
-16.89706017853946
-11.736802142605313
-13.499822441289755
-16.249264796104775
-9.875452847414785
-13.63862466695442
-5.607968455805674
-18.611131181632686
-1.444325306470521
2.948733391348239
-10.137239232158095
-14.24193486276586
-19.08992147631222
-13.104502456785553
-8.669273267251853
-1.9889299695382654
-15.254855798325604
-12.81097860093466
